transaction_id,user_id,transaction_amount,transaction_time,transaction_type
73060,383,65.08,2024-07-12 16:30:46.305503,health
86896,988,34.02,2024-07-16 20:07:30.110858,entertainment
25246,952,2.23,2024-07-20 11:46:30.051819,health
37489,628,32.7,2024-07-08 08:55:19.550688,health
89865,197,19.4,2024-07-30 20:03:34.721777,services
92279,459,19.91,2024-07-05 05:28:43.105666,travel
92858,913,34.1,2024-07-17 01:42:44.632300,entertainment
48965,190,79.75,2024-07-05 22:52:21.515157,transport
30034,751,3.51,2024-07-23 15:29:45.961085,transport
90106,748,43.64,2024-07-14 17:09:52.476897,travel
79087,298,73.8,2024-07-18 06:05:35.341375,transport
77858,651,81.13,2024-07-16 20:38:37.111057,entertainment
652,779,56.37,2024-07-29 13:25:53.187715,health
65656,513,63.75,2024-07-24 18:59:27.504265,transport
73445,446,96.16,2024-07-16 07:20:32.093932,entertainment
6469,698,11.07,2024-07-25 04:57:55.691265,entertainment
57257,355,76.37,2024-07-17 10:27:48.152142,travel
93831,150,35.64,2024-07-09 21:31:00.382827,services
74401,959,90.98,2024-07-05 04:46:11.127497,travel
250,440,57.08,2024-07-29 15:16:46.663442,travel
39696,390,67.77,2024-07-24 18:38:23.942224,
40754,387,25.9,2024-07-09 10:37:45.909120,
11265,863,4.62,2024-07-26 06:09:51.101147,transport
4160,878,80.31,2024-07-11 12:43:01.238920,health
33003,799,41.03,2024-07-18 07:42:57.392439,services
66258,966,90.81,2024-07-04 12:24:21.553514,health
85601,732,66.13,2024-07-02 17:50:38.334818,entertainment
76664,984,57.43,2024-07-27 13:41:06.051459,entertainment
61989,450,-64.3,2024-07-27 09:00:28.625969,transport
79976,721,4.4,2024-07-11 14:14:51.602659,health
8787,573,96.44,2024-07-05 01:35:57.118479,health
77377,230,19.37,2024-07-02 08:57:04.654640,health
27979,439,3.26,2024-07-26 16:50:20.953391,transport
4673,835,43.71,2024-07-23 14:03:34.929339,travel
10149,586,89.45,2024-07-16 18:31:47.817589,services
78477,624,-85.28,2024-07-30 04:02:10.203103,services
93496,826,58.02,2024-07-12 22:55:50.153340,travel
19646,187,74.98,2024-07-01 04:17:40.698757,transport
33370,482,31.45,2024-07-24 10:57:08.324495,entertainment
24497,71,14.36,2024-07-06 23:53:10.815247,transport
38189,690,-11.11,2024-07-04 00:00:33.720390,
25667,506,74.21,2024-07-17 04:38:21.884716,health
11799,558,89.71,2024-07-24 07:15:59.846781,travel
78488,782,68.24,2024-07-02 09:36:25.573114,transport
85162,847,25.61,2024-07-08 13:14:25.141412,health
24245,880,35.89,2024-07-29 18:29:11.922616,entertainment
34897,619,33.22,2024-07-09 05:28:10.582386,entertainment
38125,925,92.22,2024-07-29 16:04:49.563900,travel
48468,849,42.84,2024-07-23 22:09:13.768049,health
62714,339,95.79,2024-07-17 02:47:31.087348,entertainment
74324,652,13.78,2024-07-03 19:46:08.536463,services
74122,788,30.86,2024-07-12 13:43:54.130302,health
11867,665,5.33,2024-07-16 20:50:24.906619,entertainment
26134,619,78.03,2024-07-03 02:40:49.473977,services
6682,973,8.87,2024-07-21 02:20:53.188716,services
45212,385,35.22,2024-07-15 06:14:57.757306,travel
86492,976,53.23,2024-07-21 05:18:28.044627,travel
74515,577,6450.48,2024-07-01 07:33:03.952051,health
58473,494,56.48,2024-07-27 21:03:53.832021,
11597,112,36.88,2024-07-18 11:47:49.655238,health
35495,60,51.2,2024-07-31 20:03:04.963942,transport
19516,452,70.28,2024-07-07 09:24:21.806960,services
58245,421,85.62,2024-07-03 22:14:39.607568,entertainment
1828,698,29.39,2024-07-04 21:24:46.492485,entertainment
12970,109,77.36,2024-07-15 06:02:06.721939,services
97398,367,-59.55,2024-07-13 10:18:07.096289,travel
56224,353,60.72,2024-07-24 06:00:46.242055,health
65865,847,70.4,2024-07-14 11:54:47.689169,travel
57748,828,43.22,2024-07-03 15:06:24.988616,transport
31519,77,65.76,2024-07-09 02:50:11.351763,travel
40471,460,82.25,2024-07-11 17:00:37.317236,
60589,708,18.73,2024-07-29 05:07:33.329158,entertainment
67215,38,10.01,2024-07-25 07:15:04.979439,services
79658,31,58.33,2024-07-04 14:22:05.529428,health
62146,681,96.56,2024-07-01 04:39:38.250934,transport
46285,832,33.63,2024-07-05 07:12:15.676225,transport
2576,316,7.62,2024-07-19 02:10:10.171573,travel
9379,740,3706.18,2024-07-20 06:14:33.052235,services
26684,172,68.27,2024-07-12 14:11:38.510380,travel
67559,214,96.61,2024-07-12 00:24:14.914148,transport
79459,104,2582.77,2024-07-25 21:07:08.835070,travel
77178,594,35.96,2024-07-28 14:27:31.402254,transport
60396,165,60.84,2024-07-20 01:31:18.844241,entertainment
90760,999,84.12,2024-07-25 20:11:06.620340,transport
83374,90,29.76,2024-07-03 20:56:43.083690,entertainment
72499,420,14.22,2024-07-21 01:51:23.482359,health
94540,713,48.9,2024-07-02 20:06:40.078510,transport
50239,844,7989.14,2024-07-07 05:32:14.790212,entertainment
63816,235,82.91,2024-07-10 11:24:40.860342,entertainment
42714,239,39.23,2024-07-15 16:52:12.900588,entertainment
66336,987,37.78,2024-07-20 15:33:28.646565,health
38271,570,12.65,2024-07-16 00:42:34.898490,entertainment
33842,290,-70.19,2024-07-27 06:06:36.782549,travel
42953,771,98.08,2024-07-23 04:27:06.990325,transport
35029,855,5.36,2024-07-11 00:56:57.121118,travel
85285,968,21.98,2024-07-10 16:32:23.928875,entertainment
42247,548,46.74,2024-07-20 08:33:25.819149,travel
99756,233,76.4,2024-07-14 06:51:11.922995,entertainment
37585,168,4.45,2024-07-26 18:11:34.130253,transport
27606,51,73.07,2024-07-17 16:54:25.589899,health
3081,139,87.25,2024-07-29 04:09:28.197812,travel
58003,312,26.93,2024-07-20 23:58:03.898834,services
94555,378,76.93,2024-07-03 21:22:42.613066,services
65964,914,42.67,2024-07-11 12:25:23.425284,health
34410,341,69.47,2024-07-25 11:23:23.617432,travel
44671,626,43.69,2024-07-08 00:05:21.356039,transport
86555,83,94.29,2024-07-04 02:47:21.179019,entertainment
5590,239,64.21,2024-07-30 05:39:14.093051,transport
8900,910,44.15,2024-07-26 03:26:57.664132,transport
1826,553,96.89,2024-07-16 19:47:29.612293,transport
33905,503,36.97,2024-07-10 09:23:00.977193,
16577,226,12.02,2024-07-14 12:21:02.090546,entertainment
40437,910,75.07,2024-07-01 14:55:28.168833,entertainment
39783,154,70.02,2024-07-04 16:44:14.594252,transport
52598,623,74.4,2024-07-17 11:10:24.524149,services
56879,402,47.21,2024-07-15 06:26:26.428205,transport
60377,846,56.82,2024-07-22 16:08:46.463389,transport
48314,349,63.03,2024-07-26 14:33:38.651842,health
20495,346,67.6,2024-07-07 09:37:38.137628,entertainment
86519,703,41.9,2024-07-27 01:08:57.439388,health
75168,294,2.32,2024-07-26 01:52:01.539635,travel
30073,134,25.35,2024-07-03 16:10:16.291586,entertainment
43262,970,3.07,2024-07-07 21:18:21.950037,entertainment
2887,407,33.91,2024-07-05 04:59:15.024899,transport
15360,6,60.44,2024-07-31 23:04:47.820361,travel
41190,159,-21.89,2024-07-12 15:45:14.343794,transport
49891,7,81.99,2024-07-25 08:49:20.576666,services
75669,289,67.17,2024-07-08 15:40:26.481707,services
46145,643,76.63,2024-07-09 00:13:02.833435,health
64955,416,51.65,2024-07-30 11:02:49.337571,services
84031,931,41.1,2024-07-28 03:27:54.572923,travel
2503,637,79.34,2024-07-17 21:04:01.398050,travel
54481,800,7.15,2024-07-31 10:12:54.044653,health
67327,252,68.84,2024-07-27 10:16:55.378431,travel
37064,778,73.61,2024-07-18 13:01:24.208793,entertainment
93520,750,50.87,2024-07-24 23:39:37.459535,travel
1461,906,2272.44,2024-07-24 20:46:14.454180,
28364,658,97.07,2024-07-04 21:10:51.490631,health
87553,948,57.79,2024-07-02 20:27:20.559238,health
17093,873,76.87,2024-07-09 06:52:40.567131,transport
18057,560,22.23,2024-07-01 06:03:58.375902,entertainment
96143,359,84.19,2024-07-11 03:12:11.537652,transport
88799,670,91.57,2024-07-24 08:50:16.715194,entertainment
96352,729,54.51,2024-07-05 05:44:41.270854,transport
11148,472,29.19,2024-07-10 07:49:50.472510,entertainment
59144,985,28.28,2024-07-16 19:25:34.649071,health
14393,934,91.51,2024-07-28 03:50:07.016145,services
10921,93,33.17,2024-07-28 07:12:05.610496,travel
19461,474,26.01,2024-07-30 23:20:42.686905,services
88663,660,8723.12,2024-07-31 22:57:38.277821,health
38063,245,17.0,2024-07-25 05:25:04.661426,transport
927,860,82.23,2024-07-09 08:05:39.025775,health
60568,285,90.08,2024-07-05 16:24:55.472063,services
59595,659,53.44,2024-07-04 22:45:43.485858,travel
65246,939,83.69,2024-07-14 03:50:31.994590,entertainment
89634,800,92.68,2024-07-07 04:02:06.270431,travel
4747,737,6370.16,2024-07-19 00:04:32.286119,entertainment
52766,157,73.91,2024-07-19 10:30:43.892763,travel
72943,520,64.24,2024-07-13 10:09:26.651966,entertainment
46568,917,34.47,2024-07-30 12:44:03.641896,travel
23489,184,2.94,2024-07-16 21:41:07.706203,transport
81975,401,55.36,2024-07-07 08:38:05.549080,services
82358,442,65.58,2024-07-12 21:03:55.037153,travel
53667,340,37.15,2024-07-22 00:13:20.501737,services
85276,539,1765.52,2024-07-02 04:37:20.155170,services
12178,501,94.85,2024-07-07 05:30:41.772018,health
91199,426,92.49,2024-07-09 00:41:52.017076,entertainment
98691,8,-4.8,2024-07-30 23:12:28.811284,health
23619,5,32.85,2024-07-25 05:35:39.280258,transport
63695,993,5.51,2024-07-22 07:39:01.504302,entertainment
60079,255,30.89,2024-07-05 23:19:54.736307,health
89093,347,32.99,2024-07-08 11:25:27.189555,entertainment
51002,275,9642.92,2024-07-13 20:42:28.498930,transport
85947,937,28.02,2024-07-02 14:32:45.504527,entertainment
64334,455,41.38,2024-07-13 18:56:21.341078,services
29518,407,28.89,2024-07-06 10:49:56.129784,services
18171,647,97.84,2024-07-22 06:02:51.267425,services
90735,318,93.27,2024-07-19 14:22:57.283845,transport
9150,940,19.26,2024-07-21 04:04:24.938188,entertainment
79048,385,44.04,2024-07-17 21:48:41.273116,entertainment
48958,321,6.61,2024-07-29 07:40:15.358689,travel
98422,226,20.79,2024-07-06 17:54:22.634660,services
94271,249,8953.28,2024-07-23 14:32:56.775279,entertainment
39970,360,62.69,2024-07-04 14:07:49.723034,transport
27651,795,1.31,2024-07-29 00:36:02.054887,services
64534,303,50.04,2024-07-21 21:52:57.546016,health
75557,720,66.13,2024-07-22 05:55:33.452334,services
63182,230,15.5,2024-07-29 08:23:50.147228,transport
97749,744,7168.13,2024-07-30 12:09:17.990691,entertainment
76106,211,-46.56,2024-07-07 01:05:21.906934,entertainment
1187,512,58.86,2024-07-06 06:01:15.219135,health
47096,999,4805.54,2024-07-25 18:54:19.445926,travel
11977,50,63.08,2024-07-06 09:11:42.948300,health
88086,534,25.12,2024-07-06 20:48:07.016922,health
26540,795,40.48,2024-07-03 09:03:05.889553,entertainment
1295,467,84.01,2024-07-13 06:58:51.935652,travel
22538,488,14.39,2024-07-27 07:57:29.427675,transport
92407,436,9.52,2024-07-27 05:28:15.951941,travel
64423,957,48.8,2024-07-30 06:23:27.625974,entertainment
84809,847,-85.71,2024-07-27 04:53:10.930212,transport
51842,977,85.39,2024-07-10 15:16:58.212968,health
41770,675,66.9,2024-07-31 21:28:40.353632,travel
71845,841,74.83,2024-07-09 22:54:35.003156,services
3278,917,91.21,2024-07-25 00:19:55.305653,health
34643,777,84.21,2024-07-16 18:27:47.355318,transport
78215,738,15.23,2024-07-07 04:41:36.549875,transport
11898,42,21.0,2024-07-26 19:44:00.036711,travel
93666,585,56.41,2024-07-28 12:49:31.277220,
77240,93,75.08,2024-07-18 15:13:43.533715,transport
47024,595,17.92,2024-07-24 16:13:59.615901,transport
74691,662,44.16,2024-07-24 19:37:20.277315,transport
44588,145,30.88,2024-07-21 20:59:08.700203,transport
98962,3,40.06,2024-07-06 05:53:47.618457,services
5026,794,29.45,2024-07-27 20:36:58.129678,health
89551,834,42.53,2024-07-16 05:33:10.214320,health
40913,169,71.93,2024-07-25 06:51:20.251247,services
88655,319,37.78,2024-07-19 03:48:21.397218,transport
6425,476,3827.09,2024-07-17 12:22:29.579229,health
51677,105,-98.82,2024-07-05 17:06:00.854273,services
65116,705,63.36,2024-07-12 16:00:45.820902,entertainment
96879,313,72.99,2024-07-06 01:27:49.009497,health
99635,513,25.13,2024-07-02 11:09:18.316850,health
98903,895,61.43,2024-07-25 04:43:43.717146,health
82980,171,40.66,2024-07-05 06:18:41.396643,
58780,345,88.45,2024-07-31 22:38:36.432616,services
82630,291,96.87,2024-07-05 15:17:22.891980,travel
97861,393,96.86,2024-07-19 09:42:23.235102,travel
30688,854,14.96,2024-07-31 05:04:04.444457,travel
16237,207,31.23,2024-07-27 17:48:57.744357,entertainment
24582,711,13.55,2024-07-10 12:19:09.241769,health
45739,711,9776.85,2024-07-26 11:51:01.762042,health
51737,474,84.51,2024-07-18 01:49:27.907761,travel
94314,849,2306.37,2024-07-22 22:21:11.770124,services
19583,424,66.42,2024-07-19 19:15:01.777401,health
30160,156,11.48,2024-07-15 18:38:18.830393,travel
88160,417,21.56,2024-07-31 21:26:32.730623,health
48442,940,5.16,2024-07-24 01:35:01.178722,travel
36722,677,8.65,2024-07-11 16:34:38.594088,services
58147,311,13.15,2024-07-01 09:44:09.378513,travel
49187,729,36.64,2024-07-14 17:58:19.277199,health
94920,528,28.96,2024-07-01 14:28:37.780267,travel
20148,855,3.01,2024-07-23 21:41:31.931070,travel
62123,428,19.92,2024-07-17 03:28:20.783109,transport
49695,608,43.56,2024-07-06 05:34:33.598109,transport
99764,208,56.99,2024-07-19 06:53:19.283465,services
59359,209,53.79,2024-07-07 14:41:37.013936,health
66555,370,61.48,2024-07-24 18:20:28.750826,health
30588,941,81.17,2024-07-25 23:42:42.280794,entertainment
93162,888,45.69,2024-07-12 12:26:43.919492,transport
61572,323,36.1,2024-07-19 15:58:15.209226,services
498,706,93.86,2024-07-12 16:23:24.395834,travel
359,93,8514.37,2024-07-09 05:26:01.934524,transport
67622,472,76.9,2024-07-05 18:59:12.529378,transport
20639,614,94.66,2024-07-14 14:25:14.563772,services
33916,563,75.79,2024-07-04 04:25:35.419483,travel
42945,719,-55.63,2024-07-31 07:43:11.485925,transport
74139,50,86.2,2024-07-24 02:28:40.620034,services
87462,974,40.36,2024-07-26 09:36:53.747638,travel
73821,133,5124.16,2024-07-27 06:13:51.371705,entertainment
29972,465,76.84,2024-07-26 12:55:04.992620,health
66629,696,78.38,2024-07-25 10:32:17.362759,services
96705,793,5850.62,2024-07-08 17:57:12.689661,health
19948,602,4216.5,2024-07-16 23:44:53.282456,entertainment
26136,973,7704.26,2024-07-13 18:49:06.254568,
86796,328,17.78,2024-07-26 09:29:10.453224,health
93926,842,3.83,2024-07-02 16:07:03.938936,entertainment
50551,98,70.89,2024-07-08 08:26:35.138817,transport
66473,740,83.0,2024-07-26 23:19:29.745184,transport
11651,760,2624.86,2024-07-04 10:01:37.911156,transport
60064,391,15.09,2024-07-07 00:33:24.050440,travel
51146,69,5.28,2024-07-18 06:19:59.919831,health
70092,706,62.93,2024-07-05 16:00:40.496703,travel
59721,512,52.22,2024-07-14 02:16:51.789344,entertainment
3806,218,55.09,2024-07-15 09:03:56.534198,transport
66255,594,3.99,2024-07-25 02:39:42.027570,travel
45767,609,30.49,2024-07-05 17:59:44.852423,transport
5466,692,56.11,2024-07-29 13:33:57.438996,health
11786,611,71.4,2024-07-13 06:16:31.621212,travel
98949,441,50.01,2024-07-27 19:13:02.920965,entertainment
68380,947,44.32,2024-07-13 15:26:09.705366,transport
83878,230,74.08,2024-07-02 02:54:42.346740,transport
32629,440,76.68,2024-07-31 15:29:58.611146,entertainment
64735,266,71.54,2024-07-11 16:07:29.312985,entertainment
49619,24,41.97,2024-07-17 07:10:58.390328,health
57503,252,90.68,2024-07-11 08:37:13.733349,entertainment
74672,741,64.29,2024-07-10 06:56:50.203057,health
54760,186,80.88,2024-07-04 05:16:26.359177,travel
68435,505,21.76,2024-07-22 01:33:35.511695,health
73591,124,19.5,2024-07-27 09:27:27.196949,travel
57672,8,17.0,2024-07-06 00:30:20.432838,transport
77871,290,23.46,2024-07-02 19:40:52.648304,health
9586,701,45.6,2024-07-27 20:59:55.735916,services
18360,663,69.82,2024-07-24 17:40:31.844857,
73527,576,4900.08,2024-07-06 11:43:10.427208,travel
69288,245,-88.42,2024-07-13 20:24:51.800723,
52887,897,34.69,2024-07-28 00:28:38.463950,entertainment
60641,505,58.42,2024-07-23 05:17:22.331348,services
63931,715,16.25,2024-07-12 15:10:55.441323,entertainment
91291,935,54.13,2024-07-06 12:12:24.288528,services
32749,966,23.56,2024-07-09 18:01:35.317203,health
8706,150,18.72,2024-07-04 12:10:46.714276,entertainment
38651,22,18.1,2024-07-11 21:48:06.823503,
44947,594,69.29,2024-07-26 03:50:58.267252,entertainment
29425,640,57.03,2024-07-18 21:12:30.646384,travel
12838,445,63.16,2024-07-10 19:54:03.116064,transport
17849,991,-45.41,2024-07-27 07:50:49.845742,services
15868,62,17.71,2024-07-01 11:07:21.584280,health
94822,646,19.87,2024-07-23 12:22:40.954615,services
84003,51,88.21,2024-07-30 04:26:16.932458,transport
95638,545,22.72,2024-07-10 12:23:20.002119,travel
51501,508,90.42,2024-07-07 16:24:34.126788,entertainment
58261,840,-44.22,2024-07-20 08:44:48.315677,health
94096,356,88.99,2024-07-23 06:05:29.088736,
77509,879,40.67,2024-07-24 17:15:33.602888,entertainment
54039,686,76.84,2024-07-02 05:25:58.723865,
32325,715,74.54,2024-07-15 12:11:18.297286,transport
30246,250,-51.81,2024-07-14 21:10:24.213268,entertainment
45424,409,39.7,2024-07-17 01:42:30.927269,
87246,462,16.94,2024-07-18 11:28:55.141199,health
8062,375,84.76,2024-07-19 16:21:16.798746,transport
87935,359,94.75,2024-07-01 06:18:32.388266,entertainment
47819,438,22.29,2024-07-07 23:11:56.261049,entertainment
85819,647,29.41,2024-07-09 11:05:33.945825,
75495,257,52.35,2024-07-08 04:55:28.730206,health
98595,969,64.49,2024-07-05 01:48:49.482996,entertainment
84200,579,25.74,2024-07-09 16:28:22.856895,services
78727,338,6.4,2024-07-30 20:34:54.665784,services
96652,674,60.59,2024-07-17 10:08:00.823926,health
81076,380,26.53,2024-07-04 06:47:10.545848,entertainment
79454,25,15.36,2024-07-08 06:56:31.186874,travel
33343,682,70.79,2024-07-11 13:45:41.171087,transport
30450,103,26.39,2024-07-08 00:34:40.851612,transport
39185,994,57.57,2024-07-29 04:33:57.599909,transport
49727,161,84.42,2024-07-11 04:03:36.189567,entertainment
72057,230,5054.5,2024-07-27 04:04:15.171661,travel
98973,170,7.86,2024-07-08 13:28:02.797782,entertainment
10203,783,79.6,2024-07-13 04:25:29.923681,health
39184,273,14.86,2024-07-27 02:30:09.459809,services
17126,655,55.37,2024-07-11 01:20:25.154738,services
93041,956,64.89,2024-07-16 18:44:48.252121,entertainment
80734,309,62.06,2024-07-09 01:37:56.309748,health
55850,792,15.37,2024-07-20 01:36:39.099633,services
97983,330,50.16,2024-07-19 18:07:58.686323,transport
44463,386,72.51,2024-07-02 05:55:35.257148,services
91194,337,61.46,2024-07-14 08:39:59.043867,travel
57288,290,41.84,2024-07-09 18:58:25.445644,services
53930,401,-66.72,2024-07-05 17:09:02.739210,services
13214,23,82.52,2024-07-30 22:47:34.339287,travel
66663,783,88.93,2024-07-07 19:29:53.069994,entertainment
44522,528,31.15,2024-07-28 04:26:47.082775,services
14471,738,67.74,2024-07-16 22:44:04.024129,services
73475,37,72.86,2024-07-30 20:50:23.892372,transport
67172,320,48.81,2024-07-15 03:36:24.183378,health
83901,79,47.17,2024-07-23 21:25:54.976754,health
82629,79,55.92,2024-07-25 11:47:28.588156,health
76321,379,90.4,2024-07-21 07:39:38.293024,transport
20988,463,22.58,2024-07-27 11:47:59.164866,entertainment
34799,180,5.31,2024-07-03 12:11:39.422857,services
46783,472,65.87,2024-07-05 23:39:46.656601,services
17881,399,28.72,2024-07-14 09:38:39.770295,travel
73776,574,51.68,2024-07-22 04:11:43.580716,transport
9802,314,48.69,2024-07-19 21:09:58.547856,travel
735,814,17.97,2024-07-19 04:55:25.027891,health
14601,388,69.7,2024-07-26 12:40:09.137646,services
47325,902,31.84,2024-07-29 02:28:42.399598,transport
50674,670,4975.14,2024-07-06 15:20:48.347475,health
51211,818,80.14,2024-07-30 07:26:32.699872,health
7540,80,60.18,2024-07-22 19:07:18.038867,services
62507,668,55.75,2024-07-26 10:31:40.446436,transport
4192,507,2.27,2024-07-18 14:11:44.293320,services
91326,271,21.17,2024-07-26 20:44:24.499532,entertainment
3879,440,4.36,2024-07-25 06:52:53.225924,travel
12079,955,25.34,2024-07-16 23:00:05.195572,travel
87472,177,6.3,2024-07-30 10:48:32.096981,health
87710,635,10.54,2024-07-16 01:56:37.615830,travel
40965,901,87.7,2024-07-10 21:06:12.889498,travel
50004,152,43.2,2024-07-28 05:35:16.485627,entertainment
39497,678,45.0,2024-07-03 05:27:58.965460,entertainment
75392,124,23.73,2024-07-19 08:37:53.201223,services
3737,643,31.51,2024-07-28 09:04:49.007081,entertainment
90108,570,21.56,2024-07-07 10:50:36.322624,
65837,332,20.32,2024-07-22 18:42:49.049333,travel
23048,135,6.13,2024-07-03 10:45:58.838522,travel
13763,297,57.35,2024-07-13 08:57:11.784538,travel
98507,516,44.82,2024-07-07 02:47:30.700349,travel
95258,935,87.24,2024-07-30 15:18:30.340955,health
89800,241,96.58,2024-07-01 03:05:14.508802,entertainment
26359,812,7.29,2024-07-20 13:15:08.610040,entertainment
47453,211,53.7,2024-07-28 16:17:38.721622,transport
71342,585,51.77,2024-07-06 03:48:05.359122,services
36474,533,21.69,2024-07-01 08:13:50.263418,health
41600,666,66.3,2024-07-10 18:43:11.754123,health
22334,588,43.22,2024-07-11 22:24:14.640319,entertainment
82940,560,71.91,2024-07-11 21:12:08.034566,services
72742,300,60.38,2024-07-09 13:10:06.243247,travel
62646,226,99.92,2024-07-24 19:20:10.312232,entertainment
29271,427,31.8,2024-07-06 05:48:53.660203,transport
46782,466,9.39,2024-07-07 21:36:11.733557,travel
58872,584,69.21,2024-07-29 16:50:19.889259,entertainment
96851,223,90.88,2024-07-01 00:11:39.119308,health
38149,620,22.9,2024-07-19 05:50:00.075419,travel
96437,246,77.42,2024-07-14 06:34:18.733567,health
56727,62,37.15,2024-07-07 13:30:08.815764,transport
86853,244,84.68,2024-07-21 11:06:34.861713,services
7147,244,57.02,2024-07-12 20:06:42.393388,travel
37289,608,5965.04,2024-07-14 17:55:06.648519,transport
96649,25,48.38,2024-07-03 08:09:44.234821,transport
36225,572,5846.16,2024-07-24 12:28:30.742178,transport
19769,674,4577.31,2024-07-17 21:29:57.366716,services
8106,913,19.6,2024-07-23 19:59:06.946319,health
35001,236,78.11,2024-07-20 02:49:23.572758,entertainment
92893,449,22.17,2024-07-12 12:46:23.956147,entertainment
89091,484,84.92,2024-07-02 09:13:42.424341,travel
3258,767,7.78,2024-07-02 15:58:30.852643,entertainment
29892,465,92.94,2024-07-12 18:34:44.372187,travel
27977,784,37.06,2024-07-17 23:09:09.567419,services
49270,516,63.71,2024-07-31 03:07:32.032281,services
55043,589,87.75,2024-07-06 16:01:21.155256,entertainment
34721,671,43.64,2024-07-10 23:54:52.080275,transport
72719,219,49.49,2024-07-16 01:20:25.981229,entertainment
75065,476,-4.65,2024-07-30 11:50:00.091840,services
7318,744,6.08,2024-07-17 20:19:07.079714,transport
59582,484,80.72,2024-07-08 11:26:10.242646,travel
42145,861,81.05,2024-07-16 21:14:47.408644,services
72487,296,-50.49,2024-07-23 15:56:11.746899,services
86802,800,4364.77,2024-07-24 14:40:48.297222,transport
87301,521,8.39,2024-07-09 12:09:48.706283,travel
28922,611,99.77,2024-07-20 14:24:40.067461,transport
21210,457,37.47,2024-07-05 06:20:54.391205,
51982,933,3755.31,2024-07-06 14:42:53.354828,transport
31678,446,40.54,2024-07-03 13:40:30.797925,entertainment
93598,471,-94.74,2024-07-03 12:01:00.346513,travel
66758,262,27.24,2024-07-09 09:20:10.138613,travel
60333,162,69.45,2024-07-31 14:13:59.648720,travel
70529,639,90.32,2024-07-06 18:36:41.248386,travel
99087,367,-38.4,2024-07-19 03:32:13.731603,entertainment
81932,496,66.25,2024-07-10 10:03:13.641338,health
93185,612,58.58,2024-07-27 14:01:29.870686,services
97560,946,66.48,2024-07-26 07:53:08.381862,entertainment
52877,824,58.5,2024-07-30 15:26:16.476936,services
83141,701,24.24,2024-07-16 09:07:26.449630,health
8921,751,30.97,2024-07-19 01:35:51.014380,entertainment
41568,301,88.89,2024-07-10 13:51:21.943291,transport
37478,697,82.05,2024-07-04 01:43:07.482433,
4383,143,90.19,2024-07-19 05:31:05.286168,services
91081,967,61.86,2024-07-19 15:44:09.867275,entertainment
10667,956,-63.33,2024-07-20 06:09:44.803332,health
98405,364,51.83,2024-07-27 01:18:12.933298,services
79409,676,21.18,2024-07-29 13:55:57.613667,travel
63120,800,22.27,2024-07-23 15:59:06.935669,transport
16842,617,79.36,2024-07-12 19:56:14.673391,travel
10346,340,-68.21,2024-07-31 21:45:55.406290,transport
41677,949,46.38,2024-07-30 22:56:22.984789,entertainment
10921,592,63.28,2024-07-21 02:55:01.213541,transport
87854,736,24.09,2024-07-15 10:30:51.920780,travel
92407,947,5.62,2024-07-01 14:35:17.090873,health
2812,367,40.77,2024-07-07 17:28:30.100741,services
18171,201,83.55,2024-07-26 18:55:10.521429,services
53667,135,4.38,2024-07-19 06:56:07.743739,
15766,457,99.43,2024-07-31 06:00:13.820000,services
97398,763,55.4,2024-07-01 10:45:40.667969,entertainment
69288,457,30.37,2024-07-14 00:24:22.972985,transport
34305,218,96.34,2024-07-20 21:03:38.374193,services
11500,265,52.77,2024-07-25 17:31:08.904420,health
6972,671,91.23,2024-07-06 11:38:53.914546,
42247,92,72.77,2024-07-12 14:18:36.426014,health
20495,191,81.27,2024-07-19 02:30:55.325769,travel
12117,740,1805.78,2024-07-27 04:13:08.017564,transport
76651,443,28.01,2024-07-10 15:43:31.918460,transport
41600,660,11.17,2024-07-18 20:31:16.384544,travel
78488,149,33.66,2024-07-22 10:18:08.420451,services
28428,652,61.73,2024-07-11 18:16:34.044989,entertainment
5466,778,95.51,2024-07-20 03:37:02.617307,transport
98074,85,48.39,2024-07-27 08:33:16.023396,entertainment
16335,979,41.02,2024-07-28 18:40:24.920364,entertainment
61572,823,47.3,2024-07-30 13:35:09.486204,health
57493,891,22.85,2024-07-07 10:23:50.083124,health
81772,0,85.62,2024-07-21 07:50:40.593798,entertainment
47325,271,36.34,2024-07-16 00:37:43.166370,health
60401,545,75.97,2024-07-16 23:05:18.590668,travel
99687,260,88.33,2024-07-16 23:51:17.378803,health
56879,922,48.37,2024-07-16 05:28:44.467229,transport
65678,577,20.47,2024-07-18 04:47:27.044335,transport
56911,28,91.35,2024-07-18 11:21:11.883082,entertainment
51982,797,87.04,2024-07-07 22:00:16.103633,transport
86328,511,81.25,2024-07-16 00:32:56.247049,transport
61581,722,26.24,2024-07-17 22:59:46.273504,health
68274,231,-53.12,2024-07-25 07:56:26.645035,travel
80734,545,66.24,2024-07-12 16:53:09.062375,travel
16237,867,3.37,2024-07-31 05:17:35.320646,services
32629,747,30.21,2024-07-08 11:28:18.689745,services
59362,152,63.93,2024-07-23 03:57:02.992017,travel
21210,414,6.88,2024-07-27 15:18:08.165813,travel
44588,961,81.31,2024-07-18 03:53:49.813205,transport
48851,405,88.45,2024-07-31 09:48:30.617429,transport
8773,210,25.05,2024-07-02 10:58:15.068700,health
67215,0,42.67,2024-07-13 22:45:21.494708,travel
7147,405,22.54,2024-07-13 00:14:04.992106,services
